temperaturaminima,temperaturamaxima,umidade,precipitacao,TempoConcetracao,vento,label
21.5,21.8,95.0,2.0,115.2,2.8,0
21.5,21.8,95.0,2.0,112.0,2.8,0
21.5,21.8,95.0,2.0,108.8,2.8,0
21.5,21.8,95.0,2.0,105.6,2.8,0
28.6,30.3,50.0,0.0,98.8,1.7,0
28.6,30.3,50.0,0.0,92.0,1.7,0
28.6,30.3,50.0,0.0,85.2,1.7,0
28.6,30.3,50.0,0.0,78.4,1.7,0
28.6,30.3,50.0,0.0,71.6,1.7,0
28.6,30.3,50.0,0.0,64.8,1.7,0
28.6,30.3,50.0,0.0,58.0,1.7,0
28.6,30.3,50.0,0.0,51.2,1.7,1
28.6,30.3,50.0,0.0,44.4,1.7,1
28.6,30.3,50.0,0.0,37.6,1.7,1
28.6,30.3,50.0,0.0,30.8,1.7,1
28.1,30.0,56.0,0.0,24.0,1.8,1
28.1,30.0,56.0,0.0,22.0,1.8,1
28.1,30.0,56.0,0.0,20.0,1.8,1
28.1,30.0,56.0,0.0,18.0,1.8,1
28.1,30.0,56.0,0.0,16.0,1.8,1
28.1,30.0,56.0,0.0,14.0,1.8,1
28.1,30.0,56.0,0.0,12.0,1.8,1
28.1,30.0,56.0,0.0,10.0,1.8,1
28.1,30.0,56.0,0.0,8.0,1.8,1
28.1,30.0,56.0,0.0,6.0,1.8,1
28.1,30.0,56.0,0.0,4.0,1.8,1
28.1,30.0,56.0,0.0,2.0,1.8,1
25.6,28.1,66.0,0.0,0.0,0.2,1
25.6,28.1,66.0,0.0,0.0,0.2,0
25.6,28.1,66.0,0.0,0.0,0.2,0
25.6,28.1,66.0,0.0,0.0,0.2,0
25.6,28.1,66.0,0.0,0.0,0.2,0
25.6,28.1,66.0,0.0,0.0,0.2,0
25.6,28.1,66.0,0.0,0.0,0.2,0
25.6,28.1,66.0,0.0,0.0,0.2,0
25.6,28.1,66.0,0.0,0.0,0.2,0
25.6,28.1,66.0,0.0,0.0,0.2,0
25.6,28.1,66.0,0.0,0.0,0.2,0
21.9,22.7,86.0,0.0,0.0,3.2,0
21.9,22.7,86.0,0.0,0.0,3.2,0
21.9,22.7,86.0,0.0,0.0,3.2,0
21.9,22.7,86.0,0.0,0.0,3.2,0
21.9,22.7,86.0,0.0,0.0,3.2,0
21.9,22.7,86.0,0.0,0.0,3.2,0
21.9,22.7,86.0,0.0,0.0,3.2,0
21.9,22.7,86.0,0.0,0.0,3.2,0
21.9,22.7,86.0,0.0,0.0,3.2,1
21.6,21.9,85.0,0.0,0.0,2.9,1
21.6,21.9,85.0,0.0,0.0,2.9,1
21.6,21.9,85.0,0.0,0.0,2.9,1
21.6,21.9,85.0,0.0,0.0,2.9,1
21.6,21.9,85.0,0.0,0.0,2.9,1
21.6,21.9,85.0,0.0,0.0,2.9,1
21.6,21.9,85.0,0.0,0.0,2.9,1
21.6,21.9,85.0,0.0,0.0,2.9,1
21.6,21.9,85.0,0.0,0.0,2.9,1
21.6,21.9,85.0,0.0,0.0,2.9,1
21.6,21.9,85.0,0.0,0.0,2.9,1
21.6,21.9,85.0,0.0,0.0,2.9,1
20.2,21.6,90.0,4.0,4.0,5.1,0
20.2,21.6,90.0,4.0,8.0,5.1,0
20.2,21.6,90.0,4.0,12.0,5.1,0
20.2,21.6,90.0,4.0,16.0,5.1,0
20.2,21.6,90.0,4.0,20.0,5.1,0
0.0,0.0,0.0,0.0,20.0,0.0,0
0.0,0.0,0.0,0.0,20.0,0.0,0
0.0,0.0,0.0,0.0,20.0,0.0,0
0.0,0.0,0.0,0.0,20.0,0.0,0
0.0,0.0,0.0,0.0,20.0,0.0,0
0.0,0.0,0.0,0.0,20.0,0.0,0
0.0,0.0,0.0,0.0,20.0,0.0,0
0.0,0.0,0.0,0.0,20.0,0.0,1
0.0,0.0,0.0,0.0,20.0,0.0,1
0.0,0.0,0.0,0.0,20.0,0.0,1
0.0,0.0,0.0,0.0,20.0,0.0,1
0.0,0.0,0.0,0.0,20.0,0.0,1
0.0,0.0,0.0,0.0,20.0,0.0,1
0.0,0.0,0.0,0.0,20.0,0.0,1
0.0,0.0,0.0,0.0,20.0,0.0,1
0.0,0.0,0.0,0.0,20.0,0.0,1
0.0,0.0,0.0,0.0,20.0,0.0,1
0.0,0.0,0.0,0.0,20.0,0.0,1
0.0,0.0,0.0,0.0,20.0,0.0,1
0.0,0.0,0.0,0.0,16.0,0.0,0
0.0,0.0,0.0,0.0,12.0,0.0,0
0.0,0.0,0.0,0.0,8.0,0.0,0
0.0,0.0,0.0,0.0,4.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
22.19,27.14,23.9,0.0,0.0,2.1,0
22.19,27.14,23.9,0.0,0.0,2.1,0
22.19,27.14,23.9,0.0,0.0,2.1,0
22.19,27.14,23.9,0.0,0.0,2.1,0
22.19,27.14,23.9,0.0,0.0,2.1,0
22.19,27.14,23.9,0.0,0.0,2.1,0
22.19,27.14,23.9,0.0,0.0,2.1,1
22.19,27.14,23.9,0.0,0.0,2.1,1
22.2,27.15,25.9,0.0,0.0,1.3,1
22.2,27.15,25.9,0.0,0.0,1.3,1
22.2,27.15,25.9,0.0,0.0,1.3,1
22.2,27.15,25.9,0.0,0.0,1.3,1
22.2,27.15,25.9,0.0,0.0,1.3,1
22.2,27.15,25.9,0.0,0.0,1.3,1
22.2,27.15,25.9,0.0,0.0,1.3,1
22.2,27.15,25.9,0.0,0.0,1.3,1
22.21,27.16,28.3,0.0,0.0,1.7,1
22.21,27.16,28.3,0.0,0.0,1.7,0
22.21,27.16,28.3,0.0,0.0,1.7,0
22.21,27.16,28.3,0.0,0.0,1.7,0
22.21,27.16,28.3,0.0,0.0,1.7,0
22.21,27.16,28.3,0.0,0.0,1.7,0
22.24,27.19,27.8,0.0,0.0,1.4,0
22.24,27.19,27.8,0.0,0.0,1.4,1
22.27,27.22,24.0,0.0,0.0,2.0,0
22.27,27.22,24.0,0.0,0.0,2.0,0
22.27,27.22,24.0,0.0,0.0,2.0,0
22.27,27.22,24.0,0.0,0.0,2.0,1
22.28,27.23,21.7,0.0,0.0,1.1,1
22.28,27.23,21.7,0.0,0.0,1.1,1
22.28,27.23,21.7,0.0,0.0,1.1,1
22.28,27.23,21.7,0.0,0.0,1.1,0
22.31,27.26,17.5,0.0,0.0,2.1,0
22.31,27.26,17.5,0.0,0.0,2.1,0
22.31,27.26,17.5,0.0,0.0,2.1,0
22.31,27.26,17.5,0.0,0.0,2.1,0
22.31,27.26,17.5,0.0,0.0,2.1,1
22.31,27.26,17.5,0.0,0.0,2.1,1
22.31,27.26,17.5,0.0,0.0,2.1,1
22.32,27.27,16.8,0.0,0.0,1.9,1
22.32,27.27,16.8,0.0,0.0,1.9,1
22.32,27.27,16.8,0.0,0.0,1.9,1
22.32,27.27,16.8,0.0,0.0,1.9,1
22.32,27.27,16.8,0.0,0.0,1.9,0
22.32,27.27,16.8,0.0,0.0,1.9,0
22.32,27.27,16.8,0.0,0.0,1.9,0
22.32,27.27,16.8,0.0,0.0,1.9,0
22.32,27.27,16.8,0.0,0.0,1.9,0
22.32,27.27,16.8,0.0,0.0,1.9,0
22.32,27.27,16.8,0.0,0.0,1.9,0
22.33,27.28,15.7,0.0,0.0,2.9,1
22.33,27.28,15.7,0.0,0.0,2.9,1
22.33,27.28,15.7,0.0,0.0,2.9,1
22.33,27.28,15.7,0.0,0.0,2.9,1
22.33,27.28,15.7,0.0,0.0,2.9,1
22.33,27.28,15.7,0.0,0.0,2.9,1
22.33,27.28,15.7,0.0,0.0,2.9,1
22.33,27.28,15.7,0.0,0.0,2.9,1
22.34,27.29,15.2,0.0,0.0,2.3,1
22.34,27.29,15.2,0.0,0.0,2.3,1
22.34,27.29,15.2,0.0,0.0,2.3,1
22.34,27.29,15.2,0.0,0.0,2.3,1
22.34,27.29,15.2,0.0,0.0,2.3,1
22.34,27.29,15.2,0.0,0.0,2.3,1
22.34,27.29,15.2,0.0,0.0,2.3,1
22.34,27.29,15.2,0.0,0.0,2.3,1
22.35,27.3,14.5,0.0,0.0,0.7,1
22.35,27.3,14.5,0.0,0.0,0.7,1
22.35,27.3,14.5,0.0,0.0,0.7,1
22.35,27.3,14.5,0.0,0.0,0.7,1
22.35,27.3,14.5,0.0,0.0,0.7,1
22.35,27.3,14.5,0.0,0.0,0.7,1
22.35,27.3,14.5,0.0,0.0,0.7,1
22.35,27.3,14.5,0.0,0.0,0.7,1
22.35,27.3,14.5,0.0,0.0,0.7,1
22.36,27.31,14.1,0.0,0.0,1.6,1
22.36,27.31,14.1,0.0,0.0,1.6,1
22.36,27.31,14.1,0.0,0.0,1.6,1
22.36,27.31,14.1,0.0,0.0,1.6,1
22.36,27.31,14.1,0.0,0.0,1.6,1
22.36,27.31,14.1,0.0,0.0,1.6,1
22.36,27.31,14.1,0.0,0.0,1.6,1
22.36,27.31,14.1,0.0,0.0,1.6,1
22.36,27.31,14.1,0.0,0.0,1.6,1
22.37,27.32,13.9,0.0,0.0,2.3,1
22.37,27.32,13.9,0.0,0.0,2.3,1
22.37,27.32,13.9,0.0,0.0,2.3,1
22.37,27.32,13.9,0.0,0.0,2.3,1
22.37,27.32,13.9,0.0,0.0,2.3,1
22.37,27.32,13.9,0.0,0.0,2.3,1
22.37,27.32,13.9,0.0,0.0,2.3,1
22.37,27.32,13.9,0.0,0.0,2.3,1
22.33,27.28,15.7,0.0,0.0,2.9,0
23.3,25.2,75.0,0.0,0.0,4.5,0
23.3,25.2,75.0,0.0,0.0,4.5,0
23.3,25.2,75.0,0.0,0.0,4.5,0
23.3,25.2,75.0,0.0,0.0,4.5,0
23.3,25.2,75.0,0.0,0.0,4.5,0
23.3,25.2,75.0,0.0,0.0,4.5,0
23.3,25.2,75.0,0.0,0.0,4.5,0
23.3,25.2,75.0,0.0,0.0,4.5,0
23.3,25.2,75.0,0.0,0.0,4.5,0
23.3,25.2,75.0,0.0,0.0,4.5,0
23.3,25.2,75.0,0.0,0.0,4.5,0
23.8,25.8,67.0,0.0,0.0,2.6,0
23.8,25.8,67.0,0.0,0.0,2.6,0
23.8,25.8,67.0,0.0,0.0,2.6,0
23.8,25.8,67.0,0.0,0.0,2.6,0
23.8,25.8,67.0,0.0,0.0,2.6,0
23.8,25.8,67.0,0.0,0.0,2.6,0
23.8,25.8,67.0,0.0,0.0,2.6,0
23.8,25.8,67.0,0.0,0.0,2.6,0
23.8,25.8,67.0,0.0,0.0,2.6,0
23.8,25.8,67.0,0.0,0.0,2.6,0
23.8,25.8,67.0,0.0,0.0,2.6,0
23.8,25.8,67.0,0.0,0.0,2.6,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
22.38,27.33,13.8,0.0,0.0,1.8,0
22.38,27.33,13.8,0.0,0.0,1.8,0
22.38,27.33,13.8,0.0,0.0,1.8,0
22.38,27.33,13.8,0.0,0.0,1.8,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
22.38,27.33,13.8,0.0,0.0,1.8,1
22.38,27.33,13.8,0.0,0.0,1.8,1
22.38,27.33,13.8,0.0,0.0,1.8,1
22.38,27.33,13.8,0.0,0.0,1.8,1
22.38,27.33,13.8,0.0,0.0,1.8,1
22.39,27.34,14.4,0.0,0.0,2.5,1
22.39,27.34,14.4,0.0,0.0,2.5,1
22.39,27.34,14.4,0.0,0.0,2.5,1
22.39,27.34,14.4,0.0,0.0,2.5,1
22.39,27.34,14.4,0.0,0.0,2.5,1
22.39,27.34,14.4,0.0,0.0,2.5,1
22.39,27.34,14.4,0.0,0.0,2.5,1
22.39,27.34,14.4,0.0,0.0,2.5,1
22.4,27.35,15.6,0.0,0.0,3.6,1
22.4,27.35,15.6,0.0,0.0,3.6,1
22.4,27.35,15.6,0.0,0.0,3.6,1
22.4,27.35,15.6,0.0,0.0,3.6,1
22.4,27.35,15.6,0.0,0.0,3.6,1
22.4,27.35,15.6,0.0,0.0,3.6,1
22.4,27.35,15.6,0.0,0.0,3.6,1
22.4,27.35,15.6,0.0,0.0,3.6,1
22.4,27.35,15.6,0.0,0.0,3.6,1
22.41,27.36,18.1,0.0,0.0,3.3,0
22.41,27.36,18.1,0.0,0.0,3.3,0
22.41,27.36,18.1,0.0,0.0,3.3,0
22.41,27.36,18.1,0.0,0.0,3.3,0
22.41,27.36,18.1,0.0,0.0,3.3,0
22.41,27.36,18.1,0.0,0.0,3.3,0
22.41,27.36,18.1,0.0,0.0,3.3,0
22.41,27.36,18.1,0.0,0.0,3.3,0
22.42,27.37,20.6,0.0,0.0,3.2,1
22.42,27.37,20.6,0.0,0.0,3.2,1
22.42,27.37,20.6,0.0,0.0,3.2,1
22.42,27.37,20.6,0.0,0.0,3.2,1
22.42,27.37,20.6,0.0,0.0,3.2,1
22.42,27.37,20.6,0.0,0.0,3.2,1
22.42,27.37,20.6,0.0,0.0,3.2,1
22.42,27.37,20.6,0.0,0.0,3.2,1
22.42,27.37,20.6,0.0,0.0,3.2,1
22.43,25.0,20.5,0.0,0.0,4.3,1
22.43,25.0,20.5,0.0,0.0,4.3,1
22.43,25.0,20.5,0.0,0.0,4.3,1
22.43,25.0,20.5,0.0,0.0,4.3,1
22.43,25.0,20.5,0.0,0.0,4.3,1
22.43,25.0,20.5,0.0,0.0,4.3,1
22.43,25.0,20.5,0.0,0.0,4.3,1
23.0,26.0,22.1,0.0,0.0,3.6,1
23.0,26.0,22.1,0.0,0.0,3.6,1
23.0,26.0,22.1,0.0,0.0,3.6,1
23.0,26.0,22.1,0.0,0.0,3.6,1
23.0,26.0,22.1,0.0,0.0,3.6,1
23.0,26.0,22.1,0.0,0.0,3.6,1
23.0,26.0,22.1,0.0,0.0,3.6,1
23.0,26.0,22.1,0.0,0.0,3.6,1
23.0,26.0,22.1,0.0,0.0,3.6,1
23.01,26.01,23.4,0.0,0.0,3.3,1
23.01,26.01,23.4,0.0,0.0,3.3,1
23.01,26.01,23.4,0.0,0.0,3.3,1
23.01,26.01,23.4,0.0,0.0,3.3,1
23.01,26.01,23.4,0.0,0.0,3.3,1
23.01,26.01,23.4,0.0,0.0,3.3,1
23.01,26.01,23.4,0.0,0.0,3.3,1
23.01,26.01,23.4,0.0,0.0,3.3,1
23.02,26.02,23.6,0.0,0.0,4.0,1
23.02,26.02,23.6,0.0,0.0,4.0,1
23.02,26.02,23.6,0.0,0.0,4.0,1
23.02,26.02,23.6,0.0,0.0,4.0,1
23.03,26.03,23.7,0.0,0.0,3.7,1
23.03,26.03,23.7,0.0,0.0,3.7,1
23.03,26.03,23.7,0.0,0.0,3.7,1
23.03,26.03,23.7,0.0,0.0,3.7,1
23.03,26.03,23.7,0.0,0.0,3.7,1
23.03,26.03,23.7,0.0,0.0,3.7,1
23.03,26.03,23.7,0.0,0.0,3.7,1
23.04,26.04,23.5,0.0,0.0,3.2,1
23.04,26.04,23.5,0.0,0.0,3.2,1
23.04,26.04,23.5,0.0,0.0,3.2,1
23.04,26.04,23.5,0.0,0.0,3.2,1
23.04,26.04,23.5,0.0,0.0,3.2,1
23.04,26.04,23.5,0.0,0.0,3.2,1
23.04,26.04,23.5,0.0,0.0,3.2,1
23.04,26.04,23.5,0.0,0.0,3.2,1
23.04,26.04,23.5,0.0,0.0,3.2,1
23.05,26.05,22.6,0.0,0.0,2.8,1
23.05,26.05,22.6,0.0,0.0,2.8,1
23.05,26.05,22.6,0.0,0.0,2.8,1
23.05,26.05,22.6,0.0,0.0,2.8,1
23.05,26.05,22.6,0.0,0.0,2.8,1
23.05,26.05,22.6,0.0,0.0,2.8,1
23.05,26.05,22.6,0.0,0.0,2.8,1
23.05,26.05,22.6,0.0,0.0,2.8,1
23.06,26.06,20.8,0.0,0.0,2.6,1
23.06,26.06,20.8,0.0,0.0,2.6,1
23.06,26.06,20.8,0.0,0.0,2.6,1
23.06,26.06,20.8,0.0,0.0,2.6,1
23.06,26.06,20.8,0.0,0.0,2.6,1
23.06,26.06,20.8,0.0,0.0,2.6,1
23.06,26.06,20.8,0.0,0.0,2.6,1
23.06,26.06,20.8,0.0,0.0,2.6,1
23.06,26.06,20.8,0.0,0.0,2.6,1
23.07,26.07,19.3,0.0,0.0,2.9,1
23.07,26.07,19.3,0.0,0.0,2.9,1
23.07,26.07,19.3,0.0,0.0,2.9,1
23.07,26.07,19.3,0.0,0.0,2.9,1
23.07,26.07,19.3,0.0,0.0,2.9,1
23.07,26.07,19.3,0.0,0.0,2.9,1
23.07,26.07,19.3,0.0,0.0,2.9,1
23.07,26.07,19.3,0.0,0.0,2.9,1
23.07,26.07,19.3,0.0,0.0,2.9,1
23.08,26.08,18.0,0.0,0.0,3.2,1
23.08,26.08,18.0,0.0,0.0,3.2,1
23.08,26.08,18.0,0.0,0.0,3.2,1
23.08,26.08,18.0,0.0,0.0,3.2,1
23.08,26.08,18.0,0.0,0.0,3.2,1
23.08,26.08,18.0,0.0,0.0,3.2,1
23.08,26.08,18.0,0.0,0.0,3.2,1
23.08,26.08,18.0,0.0,0.0,3.2,1
23.09,26.09,16.6,0.0,0.0,3.2,1
23.09,26.09,16.6,0.0,0.0,3.2,1
23.09,26.09,16.6,0.0,0.0,3.2,1
23.09,26.09,16.6,0.0,0.0,3.2,1
23.09,26.09,16.6,0.0,0.0,3.2,1
23.1,26.1,15.5,0.0,0.0,1.5,1
23.1,26.1,15.5,0.0,0.0,1.5,1
23.1,26.1,15.5,0.0,0.0,1.5,1
23.1,26.1,15.5,0.0,0.0,1.5,1
23.1,26.1,15.5,0.0,0.0,1.5,1
23.1,26.1,15.5,0.0,0.0,1.5,1
23.1,26.1,15.5,0.0,0.0,1.5,1
23.1,26.1,15.5,0.0,0.0,1.5,1
23.11,26.11,14.3,0.0,0.0,2.3,1
23.11,26.11,14.3,0.0,0.0,2.3,1
23.11,26.11,14.3,0.0,0.0,2.3,1
23.11,26.11,14.3,0.0,0.0,2.3,1
23.11,26.11,14.3,0.0,0.0,2.3,1
23.11,26.11,14.3,0.0,0.0,2.3,1
23.11,26.11,14.3,0.0,0.0,2.3,1
23.11,26.11,14.3,0.0,0.0,2.3,1
23.11,26.11,14.3,0.0,0.0,2.3,1
23.12,26.12,13.7,0.0,0.0,0.8,1
23.12,26.12,13.7,0.0,0.0,0.8,1
23.12,26.12,13.7,0.0,0.0,0.8,1
23.12,26.12,13.7,0.0,0.0,0.8,1
23.12,26.12,13.7,0.0,0.0,0.8,1
23.12,26.12,13.7,0.0,0.0,0.8,1
23.12,26.12,13.7,0.0,0.0,0.8,1
23.12,26.12,13.7,0.0,0.0,0.8,1
23.13,26.13,12.9,0.0,0.0,3.4,1
23.13,26.13,12.9,0.0,0.0,3.4,1
23.13,26.13,12.9,0.0,0.0,3.4,1
23.13,26.13,12.9,0.0,0.0,3.4,1
23.13,26.13,12.9,0.0,0.0,3.4,1
23.13,26.13,12.9,0.0,0.0,3.4,1
23.13,26.13,12.9,0.0,0.0,3.4,1
23.13,26.13,12.9,0.0,0.0,3.4,1
23.14,26.14,12.3,0.0,0.0,3.6,1
23.14,26.14,12.3,0.0,0.0,3.6,1
23.14,26.14,12.3,0.0,0.0,3.6,1
23.14,26.14,12.3,0.0,0.0,3.6,1
23.14,26.14,12.3,0.0,0.0,3.6,1
23.14,26.14,12.3,0.0,0.0,3.6,1
23.14,26.14,12.3,0.0,0.0,3.6,1
23.14,26.14,12.3,0.0,0.0,3.6,1
23.15,26.15,11.9,0.0,0.0,2.7,1
23.15,26.15,11.9,0.0,0.0,2.7,1
23.15,26.15,11.9,0.0,0.0,2.7,1
23.15,26.15,11.9,0.0,0.0,2.7,1
23.15,26.15,11.9,0.0,0.0,2.7,1
23.15,26.15,11.9,0.0,0.0,2.7,1
23.15,26.15,11.9,0.0,0.0,2.7,1
23.15,26.15,11.9,0.0,0.0,2.7,1
23.15,26.15,11.9,0.0,0.0,2.7,1
23.16,26.16,11.8,0.0,0.0,2.3,1
23.16,26.16,11.8,0.0,0.0,2.3,1
23.16,26.16,11.8,0.0,0.0,2.3,1
23.16,26.16,11.8,0.0,0.0,2.3,1
23.16,26.16,11.8,0.0,0.0,2.3,1
23.16,26.16,11.8,0.0,0.0,2.3,1
23.16,26.16,11.8,0.0,0.0,2.3,1
23.16,26.16,11.8,0.0,0.0,2.3,1
23.17,26.17,11.6,0.0,0.0,2.1,1
23.17,26.17,11.6,0.0,0.0,2.1,1
23.17,26.17,11.6,0.0,0.0,2.1,1
23.17,26.17,11.6,0.0,0.0,2.1,1
23.17,26.17,11.6,0.0,0.0,2.1,1
23.17,26.17,11.6,0.0,0.0,2.1,1
23.17,26.17,11.6,0.0,0.0,2.1,1
23.17,26.17,11.6,0.0,0.0,2.1,1
23.17,26.17,11.6,0.0,0.0,2.1,1
23.18,26.18,11.8,0.0,0.0,3.4,1
23.18,26.18,11.8,0.0,0.0,3.4,1
23.18,26.18,11.8,0.0,0.0,3.4,1
23.18,26.18,11.8,0.0,0.0,3.4,1
23.18,26.18,11.8,0.0,0.0,3.4,1
23.18,26.18,11.8,0.0,0.0,3.4,1
23.18,26.18,11.8,0.0,0.0,3.4,1
23.18,26.18,11.8,0.0,0.0,3.4,1
23.19,26.19,12.8,0.0,0.0,2.2,1
23.19,26.19,12.8,0.0,0.0,2.2,1
23.19,26.19,12.8,0.0,0.0,2.2,1
23.19,26.19,12.8,0.0,0.0,2.2,1
23.19,26.19,12.8,0.0,0.0,2.2,1
23.19,26.19,12.8,0.0,0.0,2.2,1
23.19,26.19,12.8,0.0,0.0,2.2,1
23.19,26.19,12.8,0.0,0.0,2.2,1
23.2,26.2,15.4,0.0,0.0,2.6,1
23.2,26.2,15.4,0.0,0.0,2.6,1
23.2,26.2,15.4,0.0,0.0,2.6,1
23.2,26.2,15.4,0.0,0.0,2.6,1
23.2,26.2,15.4,0.0,0.0,2.6,1
23.2,26.2,15.4,0.0,0.0,2.6,1
23.2,26.2,15.4,0.0,0.0,2.6,1
23.2,26.2,15.4,0.0,0.0,2.6,1
23.2,26.2,15.4,0.0,0.0,2.6,1
23.21,26.21,18.1,0.0,0.0,2.3,1
23.21,26.21,18.1,0.0,0.0,2.3,1
23.21,26.21,18.1,0.0,0.0,2.3,1
23.21,26.21,18.1,0.0,0.0,2.3,1
23.21,26.21,18.1,0.0,0.0,2.3,1
23.21,26.21,18.1,0.0,0.0,2.3,1
23.21,26.21,18.1,0.0,0.0,2.3,1
23.21,26.21,18.1,0.0,0.0,2.3,1
23.22,26.22,21.0,0.0,0.0,1.9,1
23.22,26.22,21.0,0.0,0.0,1.9,1
23.22,26.22,21.0,0.0,0.0,1.9,1
23.22,26.22,21.0,0.0,0.0,1.9,1
23.22,26.22,21.0,0.0,0.0,1.9,1
23.22,26.22,21.0,0.0,0.0,1.9,1
23.22,26.22,21.0,0.0,0.0,1.9,1
23.22,26.22,21.0,0.0,0.0,1.9,1
23.22,26.22,21.0,0.0,0.0,1.9,1
23.23,26.23,23.2,0.0,0.0,1.5,1
23.23,26.23,23.2,0.0,0.0,1.5,1
23.23,26.23,23.2,0.0,0.0,1.5,1
23.23,26.23,23.2,0.0,0.0,1.5,1
23.23,26.23,23.2,0.0,0.0,1.5,1
23.23,26.23,23.2,0.0,0.0,1.5,1
25.9,26.5,63.0,0.0,0.0,1.4,0
25.9,26.5,63.0,0.0,0.0,1.4,0
25.9,26.5,63.0,0.0,0.0,1.4,0
25.9,26.5,63.0,0.0,0.0,1.4,0
25.9,26.5,63.0,0.0,0.0,1.4,0
25.9,26.5,63.0,0.0,0.0,1.4,0
25.9,26.5,63.0,0.0,0.0,1.4,0
20.4,26.9,90.0,14.2,14.2,5.3,0
17.7,18.3,96.0,0.0,14.2,0.0,0
17.7,18.3,96.0,0.0,14.2,0.0,0
17.7,18.3,96.0,0.0,14.2,0.0,0
17.7,18.3,96.0,0.0,14.2,0.0,0
0.0,0.0,0.0,0.0,14.2,0.0,0
0.0,0.0,0.0,0.0,14.2,0.0,0
0.0,0.0,0.0,0.0,14.2,0.0,0
0.0,0.0,0.0,0.0,14.2,0.0,0
0.0,0.0,0.0,0.0,14.2,0.0,0
0.0,0.0,0.0,0.0,14.2,0.0,0
18.8,19.5,88.0,0.0,14.2,2.3,0
18.8,19.5,88.0,0.0,14.2,2.3,0
18.8,19.5,88.0,0.0,14.2,2.3,0
18.8,19.5,88.0,0.0,14.2,2.3,0
18.8,19.5,88.0,0.0,14.2,2.3,0
18.8,19.5,88.0,0.0,14.2,2.3,0
18.8,19.5,88.0,0.0,14.2,2.3,0
18.8,19.5,88.0,0.0,14.2,2.3,0
19.1,21.3,81.0,0.0,14.2,2.4,0
19.1,21.3,81.0,0.0,14.2,2.4,0
19.1,21.3,81.0,0.0,14.2,2.4,0
19.1,21.3,81.0,0.0,14.2,2.4,0
19.1,21.3,81.0,0.0,14.2,2.4,0
19.1,21.3,81.0,0.0,0.0,2.4,0
19.1,21.3,81.0,0.0,0.0,2.4,0
19.1,21.3,81.0,0.0,0.0,2.4,0
19.1,21.3,81.0,0.0,0.0,2.4,0
