tempo,valor
03/01/2014,37.68
03/01/2014,40.82
03/01/2014,36.11
03/01/2014,34.54
03/01/2014,34.54
03/01/2014,39.25
03/01/2014,36.11
03/01/2014,40.82
03/01/2014,36.11
03/01/2014,36.11
03/01/2014,37.68
03/01/2014,39.25
03/01/2014,37.68
03/01/2014,37.68
03/01/2014,42.39
03/01/2014,37.68
03/01/2014,37.68
03/01/2014,37.68
03/01/2014,36.11
03/01/2014,39.25
03/01/2014,36.11
03/01/2014,36.11
03/01/2014,36.11
03/01/2014,37.68
03/01/2014,37.68
03/01/2014,37.68
03/01/2014,36.11
03/01/2014,42.39
03/01/2014,36.11
03/01/2014,40.82
03/01/2014,37.68
03/01/2014,42.39
04/01/2014,43.96
04/01/2014,40.82
04/01/2014,43.96
04/01/2014,39.25
04/01/2014,40.82
04/01/2014,40.82
04/01/2014,42.39
04/01/2014,40.82
04/01/2014,40.82
04/01/2014,40.82
04/01/2014,37.68
04/01/2014,36.11
04/01/2014,39.25
04/01/2014,36.11
04/01/2014,36.11
04/01/2014,37.68
04/01/2014,36.11
04/01/2014,39.25
04/01/2014,39.25
04/01/2014,34.54
04/01/2014,34.54
04/01/2014,37.68
04/01/2014,39.25
04/01/2014,37.68
