tempo,valor
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
31/01/2014,0
